Hg,Hi,Hm,Hp,He,Ib-FDTD,Ir-FDTD,It-FDTD,Ib-CPN,Ir-CPN,It-CPN
10,30,250,30,20,16.6906,6.6492,17.2121,16.7463,6.55,17.5167
10,40,250,30,15,17.0282,6.5483,17.4992,17.1209,6.3831,17.7363
30,60,230,35,30,17.1977,7.363,17.0264,17.0905,7.0656,16.825
60,40,160,15,25,18.7632,6.9522,16.8151,18.655,6.9667,17.0947
60,50,170,35,15,18.7941,6.7387,14.5369,18.6598,6.8642,14.8537
90,40,250,15,35,16.6507,5.9017,19.3987,16.6043,5.8753,19.6049
80,30,170,25,20,19.096,6.2932,15.4571,19.023,6.1478,15.764
10,60,240,35,15,17.5395,7.0893,17.1949,17.5066,6.8631,16.9002
60,40,180,35,25,18.465,6.3216,15.6185,18.5023,6.3902,15.9522
70,50,230,35,30,17.4222,6.4984,17.5044,17.2121,6.3455,17.1979
90,40,250,30,20,17.6218,5.7461,17.1583,17.688,5.6428,17.3431
50,40,250,15,35,16.3509,6,19.5912,16.3676,6.0519,19.8389
40,50,160,35,20,18.5373,7.993,14.6693,18.5138,7.6974,14.5676
30,20,250,30,35,15.8319,6.8189,17.9199,16.0829,6.6991,18.2201
50,40,250,30,30,16.7541,6.2796,18.9479,16.6879,6.3216,18.6808
100,30,250,35,20,17.5603,5.9068,16.677,17.7225,5.8682,16.9669
10,50,250,25,15,17.202,6.387,17.9254,17.2247,6.4265,18.0284
90,50,250,25,35,16.5877,6.3207,17.9403,16.5916,6.3477,18.1516
10,50,160,30,20,18.2279,8.4206,14.9312,18.1682,8.3668,14.7576
40,40,250,25,15,17.4758,5.7688,18.2292,17.4817,5.7236,18.3913
40,40,250,30,15,17.4962,6.0189,17.5845,17.5339,5.8125,17.7226
20,40,250,15,15,17.0368,6.2104,19.2918,17.1662,6.1951,19.4057
10,60,250,30,20,17.1765,6.8932,16.6461,17.2613,6.7163,16.9341
40,50,250,30,15,17.6214,6.1545,17.3365,17.6094,6.0311,17.4157
10,40,250,35,25,16.5913,6.8344,18.6139,16.6644,6.8365,18.4455
70,60,250,15,25,17.3851,5.911,20.7203,17.351,5.9229,20.3922
20,60,250,35,30,16.6105,7.6295,17.4787,16.7216,7.3337,17.5789
30,60,160,25,20,18.3529,8.3738,15.3712,18.3311,8.2354,15.2259
30,20,250,30,15,17.0597,6.1129,17.9227,17.2363,6.0073,17.9755
40,30,250,35,15,17.408,5.7506,17.2758,17.5162,5.8418,17.4326
30,40,250,35,15,17.3939,6.1035,16.9849,17.3805,6.0846,17.0865
10,50,160,30,25,17.8359,8.8358,14.5179,17.8127,8.4986,14.7902
40,40,250,15,15,17.3989,5.5641,19.533,17.3852,5.6172,19.5957
90,40,160,30,30,18.435,7.0033,15.021,18.3346,6.948,15.3564
20,60,250,15,25,16.852,6.7398,20.4769,16.8515,6.8861,20.3902
60,50,250,25,30,16.9267,6.1713,19.3504,16.8419,6.2672,19.0802
60,60,250,20,35,16.6142,6.3214,18.384,16.6186,6.4231,18.7009
20,20,250,30,15,16.8777,6.5691,17.7044,17.0284,6.3858,17.9323
30,60,220,30,35,17.0108,7.4596,17.1599,16.8885,7.1554,16.8232
80,30,160,25,25,18.96,6.6632,15.919,18.7361,6.6252,16.0951
100,20,160,25,25,19.0979,6.7868,15.8186,18.8532,6.5457,15.9402
30,60,250,30,30,16.7254,7.1204,18.1892,16.6625,7.1583,18.1889
40,20,250,20,20,16.9361,6.052,18.6191,17.1342,5.791,18.7877
100,50,250,30,35,16.4879,6.6464,17.3068,16.5204,6.6227,17.5052
70,60,170,30,15,18.6864,6.9408,14.9802,18.5983,6.8933,15.2301
50,60,160,25,20,18.5806,7.7769,15.6708,18.5606,7.7225,15.4286
60,20,250,35,15,17.5488,5.3625,17.5378,17.6863,5.546,17.6857
60,40,160,35,30,18.3429,7.2024,14.4649,18.2063,7.2132,14.7566
10,60,160,25,20,18.0188,8.858,15.2208,18.1678,8.6569,15.1035
50,30,250,15,35,16.2115,6.0322,19.7627,16.3654,6.0903,19.9025
50,40,160,30,25,18.5607,7.4656,15.1,18.4397,7.233,15.2261
40,40,250,30,20,17.2929,6.0382,17.2339,17.3146,5.9326,17.3365
40,20,160,25,25,18.2983,7.6357,15.6163,18.2207,7.4582,15.9403
100,40,250,15,35,16.6373,6.1012,19.2382,16.6425,5.9167,19.4784
50,40,170,30,15,18.8565,6.8,15.0484,18.6888,6.714,15.3774
40,60,250,15,20,17.4436,5.984,18.5216,17.317,6.1042,18.5928
50,20,170,30,15,18.8817,6.5372,15.2458,18.766,6.5076,15.4819
30,40,250,25,30,16.4727,6.5016,19.5321,16.4711,6.5815,19.2945
30,40,250,25,15,17.313,5.9985,18.1704,17.3829,5.9355,18.3107
80,30,180,30,25,18.7195,6.0343,16.318,18.7974,6.0141,16.5581
20,60,220,30,35,16.9049,7.5196,17.1984,16.7659,7.3578,16.8599
60,50,250,25,15,17.8127,5.5896,18.0276,17.7623,5.5577,18.1614
30,20,250,25,20,16.8053,6.3971,17.9972,16.9722,6.1269,18.1046
30,50,160,25,20,18.4196,8.1129,15.5467,18.3878,8.038,15.3387
50,40,250,25,30,16.7443,6.1217,19.6307,16.6648,6.2171,19.3046
60,30,160,25,25,18.7643,6.9321,15.8182,18.6386,6.7528,16.07
60,30,250,20,20,17.3957,5.4043,18.7288,17.4171,5.3061,18.8826
90,30,250,35,20,17.5872,5.6802,16.8303,17.728,5.7481,17.0233
30,20,160,35,35,17.6707,7.9295,15.2114,17.6563,7.7054,14.8707
80,20,250,30,35,16.4146,6.2092,18.0001,16.5266,6.2503,18.253
10,20,220,30,20,17.2774,7.2639,17.2726,17.357,6.9957,16.9686
70,30,160,15,25,18.9252,6.7011,16.9574,18.8257,6.7202,17.2286
30,60,240,35,15,17.8106,6.8753,17.1516,17.6498,6.7145,16.8224
70,60,250,35,35,16.5322,6.7194,16.5853,16.6229,6.7926,16.8479
50,40,170,35,15,18.8418,6.6661,14.5619,18.7046,6.7902,14.8987
80,30,180,35,30,18.3704,6.0635,15.5123,18.3927,6.2641,15.7274
100,50,250,20,35,16.5772,6.3335,18.4536,16.6493,6.2586,18.6129
60,40,160,25,25,18.703,7.0958,15.7074,18.463,6.9845,15.982
30,60,250,25,25,17.0582,6.8462,19.2629,17.0255,6.9079,19.0904
20,40,250,30,30,16.3623,6.7719,18.8424,16.3389,6.8698,18.6692
50,30,180,35,30,18.1534,6.3924,15.3625,18.2478,6.4871,15.6721
60,20,160,30,25,18.7758,6.9507,15.3878,18.6911,6.6198,15.5824
50,40,160,35,20,18.7601,7.4393,14.9326,18.7038,7.319,14.7174
70,40,160,35,25,18.6782,6.9327,14.8281,18.5403,6.9606,14.9784
100,20,160,30,15,19.4226,6.6269,16.1268,19.2536,6.2974,15.7881
30,30,250,30,20,17.0029,6.1298,17.399,17.1323,5.9596,17.5665
80,20,250,15,20,17.5209,5.3231,19.29,17.577,5.2852,19.4258
50,60,250,15,30,17.0433,6.6104,20.2219,16.7795,6.4203,19.9666
50,50,250,25,25,17.1989,6.2595,19.7155,17.1344,6.2866,19.4135
80,20,250,20,35,16.4451,5.9554,19.1551,16.4881,5.9677,19.3874
70,20,250,25,20,17.4162,5.4629,18.3039,17.5095,5.3424,18.3993
40,60,250,35,20,17.4846,6.6332,16.1013,17.4898,6.5617,16.359
50,20,180,35,25,18.4604,6.193,15.7021,18.6329,6.2417,16.0494
90,60,250,25,20,17.5831,6.0757,17.3503,17.7123,5.8556,17.4868
50,60,160,15,15,18.8344,7.5195,17.0422,18.8242,7.2898,16.7664
100,30,160,30,30,18.5747,6.9466,15.0367,18.4592,6.7977,15.3627
50,60,250,20,15,17.7751,5.8083,18.3223,17.7261,5.8708,18.3814
80,60,250,35,20,17.5492,6.1325,16.2776,17.6189,6.0988,16.4329
100,50,170,25,15,18.8252,6.5617,15.5933,18.8176,6.4813,15.9318
60,20,170,15,15,18.9565,6.4633,16.8246,18.8428,6.5362,17.1327
100,60,250,15,35,16.5719,6.3336,18.9236,16.6958,6.3071,19.0373
90,30,180,30,30,18.4147,6.168,15.9071,18.3876,6.2615,16.1865
20,30,250,20,15,16.9283,6.4157,18.7144,17.1016,6.2954,18.9299
60,60,250,35,30,16.9122,6.8674,17.7519,16.9839,6.7274,17.5681
10,20,220,30,35,16.4198,7.7002,17.7077,16.3982,7.418,17.459
40,50,250,35,30,16.7539,6.8831,17.9765,16.719,6.7969,17.8003
10,50,250,35,20,17.0221,6.8413,16.3275,17.1655,6.6233,16.5768
80,60,250,20,35,16.6365,6.223,18.4201,16.6744,6.2999,18.6558
90,60,250,35,15,17.7191,5.9558,16.6193,17.7762,5.9905,16.8339
50,60,250,30,20,17.5599,6.3538,16.6811,17.588,6.2293,16.8974
10,40,250,30,30,16.218,6.9161,18.8253,16.2297,6.9549,18.6683
70,30,250,25,20,17.5213,5.5584,18.0859,17.5659,5.2577,18.4058
40,50,250,35,20,17.4099,6.5009,16.3105,17.3961,6.2734,16.4943
40,20,170,30,15,18.6434,6.9652,15.0713,18.5043,6.8891,15.3881
30,20,250,25,30,16.17,6.6551,19.7773,16.3334,6.61,19.4471
100,60,170,15,15,18.7557,6.6579,16.5639,18.7594,6.6092,16.8941
30,50,160,35,15,18.5454,8.1109,14.8542,18.4046,7.8773,14.5854
20,50,230,30,30,16.9869,6.9822,17.9661,16.8063,7.0772,17.6719
90,50,160,30,25,18.5055,7.2773,15.2279,18.4849,6.9982,15.3556
90,40,250,15,15,17.9321,5.1262,19.4316,18.1219,5.1955,19.6252
30,60,160,30,20,18.326,8.4672,14.8438,18.2559,8.1948,14.7795
20,60,230,20,30,16.9945,7.0231,18.9394,16.8327,7.0875,18.5941
100,20,180,30,30,18.5327,6.2849,15.8229,18.5232,6.2238,16.1628
10,50,230,25,30,16.7953,7.0932,18.5489,16.6395,7.1167,18.2019
70,50,250,35,20,17.604,5.9627,16.4801,17.6292,5.7485,16.6228
50,40,250,30,20,17.4214,5.8622,17.27,17.4192,5.7288,17.3609
60,20,160,15,25,18.6851,7.0669,16.9034,18.6513,6.9525,17.1521
70,50,160,20,25,18.7169,6.9667,16.247,18.4843,7.0538,16.5266
10,20,210,30,30,16.9342,7.6109,17.396,16.9296,7.3176,17.1458
10,30,250,15,15,16.7235,6.9031,19.0295,16.9872,6.6429,19.1669
80,50,160,25,25,18.6421,7.049,15.7368,18.4585,6.9446,16.0325
80,20,170,25,20,19.1803,6.2467,15.4787,19.0564,6.1305,15.7566
20,40,250,35,25,16.7382,6.7315,18.5978,16.7683,6.7584,18.4613
100,40,190,35,15,18.7677,5.8364,15.3876,18.8638,5.8875,15.7292
10,50,160,35,15,18.3847,8.3118,14.7844,18.1921,8.1884,14.6304
40,30,250,15,20,17.0372,5.8584,19.1529,17.1401,5.7243,19.3471
50,50,160,25,25,18.4945,7.5708,15.4575,18.3145,7.484,15.7433
80,30,250,30,35,16.5065,6.227,17.8314,16.5761,6.2429,18.0826
60,40,170,30,15,18.9668,6.5846,15.146,18.7696,6.5514,15.4243
90,60,170,30,15,18.5895,6.9143,15.0117,18.6747,6.7538,15.2984
80,40,250,20,15,17.8927,5.1383,18.9074,17.9792,5.1637,19.0979
80,60,250,35,30,16.8875,6.6632,17.8628,16.9284,6.709,17.5928
30,30,160,15,25,18.0196,8.1746,16.4529,18.0046,8.0824,16.7538
80,40,160,20,25,18.8915,6.702,16.3867,18.6949,6.7783,16.6669
70,30,180,35,25,18.6367,5.9637,15.797,18.7362,6.05,16.1207
100,30,240,35,15,18.0647,5.8467,17.9198,18.1009,5.7402,17.57
40,60,250,35,30,16.8116,7.2796,17.5681,16.8608,7.0665,17.5588
10,40,160,30,25,17.8085,8.6583,14.6537,17.8402,8.3642,14.9434
80,60,170,25,15,18.7293,6.697,15.5244,18.7022,6.669,15.8651
70,50,160,25,25,18.636,7.1331,15.6859,18.402,7.1181,15.9258
70,60,250,30,35,16.5799,6.7041,17.1609,16.6237,6.6045,17.4469
50,40,250,15,15,17.566,5.2922,19.6185,17.4766,5.4156,19.6515
60,20,250,15,35,16.208,5.9718,19.8966,16.5358,5.9611,20.0287
100,30,170,25,15,19.252,6.158,15.7525,19.1932,5.9665,16.0061
40,40,250,20,20,17.2327,5.8736,18.4216,17.1965,5.7833,18.6181
20,30,250,35,15,17.1005,6.1681,17.1618,17.178,6.2159,17.3897
80,40,160,35,25,18.6884,6.8523,14.8753,18.5686,6.9041,15.0128
60,30,180,35,25,18.5562,6.0999,15.7339,18.6667,6.1696,16.0519
70,30,160,20,25,18.9235,6.6332,16.4604,18.813,6.6367,16.7396
40,30,250,25,15,17.3351,5.6567,18.4785,17.3975,5.6633,18.568
90,20,250,15,35,16.5274,6.005,19.5985,16.5047,5.9115,19.7511
40,30,250,30,35,16.1268,6.5165,17.8826,16.2778,6.4304,18.2291
70,50,250,30,35,16.5678,6.5532,17.3765,16.5935,6.3573,17.6872
60,30,250,15,15,17.592,5.0963,19.8367,17.6179,5.3345,19.7132
10,30,250,35,30,16.0965,7.0029,18.4247,16.1508,6.887,18.2358
80,20,250,30,15,17.7467,5.3702,18.0375,17.8155,5.3849,18.2646
100,40,170,30,15,18.9855,6.4473,15.2063,18.9109,6.3432,15.4221
40,60,250,30,15,17.6906,6.5414,16.9333,17.6273,6.2836,17.1433
10,40,250,25,30,16.1716,6.8965,19.4312,16.2062,6.9418,19.2312
60,60,160,35,20,18.4998,7.8524,14.7666,18.3583,7.591,14.4942
60,20,250,25,20,17.2744,5.5819,18.3086,17.4193,5.3869,18.3858
90,30,250,35,15,17.8271,5.4921,17.1719,17.9636,5.6016,17.4627
20,60,220,35,35,16.9212,7.7189,16.5102,16.8815,7.3933,16.2179
80,30,250,30,20,17.5881,5.5536,17.4323,17.6227,5.4378,17.6961
50,40,250,35,25,17.1208,6.3294,18.648,17.0928,6.2652,18.3413
70,60,170,25,15,18.7488,6.7722,15.4753,18.6048,6.8275,15.7914
10,60,250,20,20,17.0072,6.7888,17.7713,17.1132,6.6274,18.0625
90,60,250,15,35,16.6407,6.1618,19.0101,16.7125,6.2343,19.1885
60,40,250,30,35,16.4601,6.425,17.6433,16.5177,6.2553,17.9892
20,50,220,35,35,16.8765,7.3803,16.8529,16.734,7.2503,16.5074
40,60,160,20,25,18.3168,7.9594,15.7263,18.1813,7.8692,16.0729
40,50,250,30,25,17.0963,6.6338,18.9085,17.0464,6.5758,18.6991
90,50,160,35,25,18.4182,7.1569,14.7568,18.493,7.0877,15.078
70,40,250,20,20,17.6037,5.4092,18.4859,17.5772,5.218,18.7218
70,60,250,35,30,16.92,6.681,17.8551,16.9395,6.6465,17.6151
90,20,250,20,15,17.8331,5.3171,18.9887,17.8983,5.2601,19.2488
20,30,250,30,20,16.8454,6.3803,17.313,16.8747,6.3485,17.5017
50,30,250,25,20,17.2711,5.7738,18.1011,17.3195,5.52,18.278
90,20,180,30,30,18.5491,6.1177,15.9214,18.5211,6.1667,16.2219
80,20,180,35,30,18.4904,5.9882,15.5385,18.4885,6.2042,15.8028
20,60,250,30,30,16.6079,7.2525,18.183,16.5972,7.265,18.2032
90,20,170,25,15,19.392,6.0268,15.8141,19.2265,5.9617,16.0435
40,50,230,35,30,17.2599,6.8264,17.4385,17.1321,6.6609,17.1695
60,40,250,35,30,16.8373,6.3933,18.3342,16.8399,6.2667,18.0185
50,60,250,35,25,17.2349,6.8613,17.9952,17.3055,6.7762,17.7
90,30,160,25,25,18.9804,6.6837,15.8996,18.7588,6.6277,15.965
80,40,250,25,15,17.8793,5.3148,18.2512,17.9278,5.2457,18.4873
20,40,250,25,15,17.1447,6.2259,18.1141,17.2013,6.1953,18.2875
50,30,250,25,15,17.4952,5.4265,18.5428,17.4945,5.4639,18.6332
10,30,250,30,25,16.4064,6.8267,19.4059,16.5056,6.8228,19.1342
60,40,160,20,25,18.7418,6.9767,16.2725,18.555,6.9776,16.5512
90,40,160,20,25,18.8887,6.7601,16.3461,18.6873,6.796,16.5603
100,30,180,30,25,18.682,6.2299,16.1939,18.7935,6.1246,16.3126
