Hg,Hi,Hm,Hp,He,Ib,Ir,It,|Ka|
10 ,60 ,160 ,30 ,15 ,18.1564 ,8.8067 ,15.0674 ,3.0890 
100 ,60 ,160 ,30 ,15 ,18.5194 ,7.4219 ,15.8292 ,2.6902 
20 ,60 ,160 ,30 ,15 ,18.3354 ,8.5300 ,15.1650 ,3.1705 
30 ,60 ,160 ,30 ,15 ,18.4667 ,8.3775 ,15.2021 ,3.2646 
40 ,60 ,160 ,30 ,15 ,18.5924 ,8.0254 ,15.3875 ,3.2050 
50 ,60 ,160 ,30 ,15 ,18.6681 ,7.8186 ,15.4967 ,3.1714 
60 ,60 ,160 ,30 ,15 ,18.7236 ,7.5220 ,15.6740 ,3.0496 
70 ,60 ,160 ,30 ,15 ,18.7275 ,7.3940 ,15.7576 ,2.9698 
80 ,60 ,160 ,30 ,15 ,18.7018 ,7.2727 ,15.8472 ,2.8546 
90 ,60 ,160 ,30 ,15 ,18.6250 ,7.3309 ,15.8378 ,2.7872 
10 ,60 ,170 ,30 ,15 ,18.1211 ,8.4574 ,14.2964 ,3.8247 
100 ,60 ,170 ,30 ,15 ,18.4764 ,7.1064 ,14.9297 ,3.5467 
20 ,60 ,170 ,30 ,15 ,18.2658 ,8.3422 ,14.3031 ,3.9627 
30 ,60 ,170 ,30 ,15 ,18.4198 ,7.9784 ,14.4654 ,3.9544 
40 ,60 ,170 ,30 ,15 ,18.5257 ,7.7481 ,14.5645 ,3.9612 
50 ,60 ,170 ,30 ,15 ,18.6218 ,7.3742 ,14.7541 ,3.8676 
60 ,60 ,170 ,30 ,15 ,18.6665 ,7.1643 ,14.8614 ,3.8051 
70 ,60 ,170 ,30 ,15 ,18.6864 ,6.9408 ,14.9802 ,3.7063 
80 ,60 ,170 ,30 ,15 ,18.6535 ,6.9011 ,15.0051 ,3.6485 
90 ,60 ,170 ,30 ,15 ,18.5895 ,6.9143 ,15.0117 ,3.5778 
10 ,60 ,180 ,30 ,15 ,18.0798 ,7.9388 ,15.9746 ,2.1051 
100 ,60 ,180 ,30 ,15 ,18.4203 ,6.7219 ,16.5873 ,1.8329 
20 ,60 ,180 ,30 ,15 ,18.2507 ,7.6653 ,16.0751 ,2.1756 
30 ,60 ,180 ,30 ,15 ,18.3756 ,7.5204 ,16.1093 ,2.2663 
40 ,60 ,180 ,30 ,15 ,18.4987 ,7.1791 ,16.2841 ,2.2146 
50 ,60 ,180 ,30 ,15 ,18.5718 ,6.9892 ,16.3779 ,2.1939 
60 ,60 ,180 ,30 ,15 ,18.6258 ,6.7135 ,16.5356 ,2.0902 
70 ,60 ,180 ,30 ,15 ,18.6273 ,6.6116 ,16.5962 ,2.0312 
80 ,60 ,180 ,30 ,15 ,18.6005 ,6.5170 ,16.6613 ,1.9393 
90 ,60 ,180 ,30 ,15 ,18.5234 ,6.6045 ,16.6242 ,1.8992 
10 ,60 ,190 ,30 ,15 ,18.0164 ,7.7275 ,15.1203 ,2.8962 
100 ,60 ,190 ,30 ,15 ,18.4087 ,6.5526 ,15.5582 ,2.8505 
20 ,60 ,190 ,30 ,15 ,18.1616 ,7.6184 ,15.1190 ,3.0426 
30 ,60 ,190 ,30 ,15 ,18.3197 ,7.2655 ,15.2658 ,3.0539 
40 ,60 ,190 ,30 ,15 ,18.4288 ,7.0515 ,15.3453 ,3.0835 
50 ,60 ,190 ,30 ,15 ,18.5294 ,6.6991 ,15.5115 ,3.0179 
60 ,60 ,190 ,30 ,15 ,18.5774 ,6.5152 ,15.5924 ,2.9850 
70 ,60 ,190 ,30 ,15 ,18.6014 ,6.3181 ,15.6855 ,2.9159 
80 ,60 ,190 ,30 ,15 ,18.5731 ,6.3057 ,15.6830 ,2.8901 
90 ,60 ,190 ,30 ,15 ,18.5144 ,6.3403 ,15.6655 ,2.8489 
10 ,60 ,200 ,30 ,15 ,17.9512 ,7.4284 ,16.6607 ,1.2905 
100 ,60 ,200 ,30 ,15 ,18.3551 ,6.4034 ,17.0387 ,1.3164 
20 ,60 ,200 ,30 ,15 ,18.1300 ,7.1668 ,16.7371 ,1.3930 
30 ,60 ,200 ,30 ,15 ,18.2623 ,7.0378 ,16.7440 ,1.5183 
40 ,60 ,200 ,30 ,15 ,18.3935 ,6.7205 ,16.8872 ,1.5063 
50 ,60 ,200 ,30 ,15 ,18.4737 ,6.5573 ,16.9472 ,1.5265 
60 ,60 ,200 ,30 ,15 ,18.5343 ,6.3113 ,17.0732 ,1.4612 
70 ,60 ,200 ,30 ,15 ,18.5433 ,6.2385 ,17.1017 ,1.4416 
80 ,60 ,200 ,30 ,15 ,18.5224 ,6.1681 ,17.1436 ,1.3788 
90 ,60 ,200 ,30 ,15 ,18.4529 ,6.2760 ,17.0848 ,1.3681 
10 ,60 ,210 ,30 ,15 ,17.8710 ,7.2975 ,15.7702 ,2.1008 
100 ,60 ,210 ,30 ,15 ,18.3023 ,6.3293 ,16.0038 ,2.2985 
20 ,60 ,210 ,30 ,15 ,18.0218 ,7.2074 ,15.7404 ,2.2814 
30 ,60 ,210 ,30 ,15 ,18.1843 ,6.8824 ,15.8555 ,2.3287 
40 ,60 ,210 ,30 ,15 ,18.2986 ,6.6979 ,15.9015 ,2.3970 
50 ,60 ,210 ,30 ,15 ,18.4024 ,6.3783 ,16.0374 ,2.3650 
60 ,60 ,210 ,30 ,15 ,18.4558 ,6.2255 ,16.0878 ,2.3681 
70 ,60 ,210 ,30 ,15 ,18.4827 ,6.0550 ,16.1599 ,2.3228 
80 ,60 ,210 ,30 ,15 ,18.4597 ,6.0649 ,16.1381 ,2.3216 
90 ,60 ,210 ,30 ,15 ,18.4037 ,6.1108 ,16.1150 ,2.2887 
10 ,60 ,220 ,30 ,15 ,17.7733 ,7.1420 ,17.2515 ,0.5218 
100 ,60 ,220 ,30 ,15 ,18.1814 ,6.3110 ,17.4620 ,0.7194 
20 ,60 ,220 ,30 ,15 ,17.9522 ,6.9126 ,17.2953 ,0.6569 
30 ,60 ,220 ,30 ,15 ,18.0859 ,6.8160 ,17.2680 ,0.8179 
40 ,60 ,220 ,30 ,15 ,18.2167 ,6.5331 ,17.3800 ,0.8366 
50 ,60 ,220 ,30 ,15 ,18.2988 ,6.4013 ,17.4091 ,0.8897 
60 ,60 ,220 ,30 ,15 ,18.3594 ,6.1819 ,17.5139 ,0.8455 
70 ,60 ,220 ,30 ,15 ,18.3710 ,6.1307 ,17.5230 ,0.8480 
80 ,60 ,220 ,30 ,15 ,18.3495 ,6.0726 ,17.5594 ,0.7901 
90 ,60 ,220 ,30 ,15 ,18.2815 ,6.1874 ,17.4972 ,0.7843 
10 ,60 ,230 ,30 ,15 ,17.6555 ,7.0593 ,16.3545 ,1.3011 
100 ,60 ,230 ,30 ,15 ,18.0587 ,6.2514 ,16.4899 ,1.5689 
20 ,60 ,230 ,30 ,15 ,17.8014 ,7.0061 ,16.2925 ,1.5089 
30 ,60 ,230 ,30 ,15 ,17.9584 ,6.7177 ,16.3799 ,1.5785 
40 ,60 ,230 ,30 ,15 ,18.0702 ,6.5663 ,16.3981 ,1.6721 
50 ,60 ,230 ,30 ,15 ,18.1698 ,6.2730 ,16.5168 ,1.6530 
60 ,60 ,230 ,30 ,15 ,18.2221 ,6.1417 ,16.5513 ,1.6708 
70 ,60 ,230 ,30 ,15 ,18.2454 ,5.9822 ,16.6217 ,1.6237 
80 ,60 ,230 ,30 ,15 ,18.2211 ,5.9985 ,16.5993 ,1.6218 
90 ,60 ,230 ,30 ,15 ,18.1614 ,6.0402 ,16.5888 ,1.5726 
10 ,60 ,240 ,30 ,15 ,17.4855 ,6.9780 ,17.8439 ,0.3584 
100 ,60 ,240 ,30 ,15 ,17.8565 ,6.2320 ,18.0263 ,0.1698 
20 ,60 ,240 ,30 ,15 ,17.6554 ,6.7859 ,17.8631 ,0.2077 
30 ,60 ,240 ,30 ,15 ,17.7832 ,6.7230 ,17.8107 ,0.0276 
40 ,60 ,240 ,30 ,15 ,17.9081 ,6.4641 ,17.9088 ,0.0007 
50 ,60 ,240 ,30 ,15 ,17.9870 ,6.3516 ,17.9250 ,0.0620 
60 ,60 ,240 ,30 ,15 ,18.0426 ,6.1389 ,18.0308 ,0.0118 
70 ,60 ,240 ,30 ,15 ,18.0516 ,6.0903 ,18.0417 ,0.0099 
80 ,60 ,240 ,30 ,15 ,18.0263 ,6.0233 ,18.0919 ,0.0655 
90 ,60 ,240 ,30 ,15 ,17.9573 ,6.1274 ,18.0420 ,0.0847 
10 ,60 ,250 ,30 ,20 ,17.1765 ,6.8932 ,16.6461 ,0.5304 
100 ,60 ,250 ,30 ,20 ,17.4361 ,6.2396 ,16.7262 ,0.7099 
20 ,60 ,250 ,30 ,20 ,17.2410 ,6.8811 ,16.5793 ,0.6616 
30 ,60 ,250 ,30 ,20 ,17.3717 ,6.7282 ,16.5874 ,0.7843 
40 ,60 ,250 ,30 ,20 ,17.4791 ,6.5487 ,16.6229 ,0.8562 
50 ,60 ,250 ,30 ,20 ,17.5599 ,6.3538 ,16.6811 ,0.8788 
60 ,60 ,250 ,30 ,20 ,17.6068 ,6.1946 ,16.7342 ,0.8726 
70 ,60 ,250 ,30 ,20 ,17.6184 ,6.0832 ,16.7758 ,0.8426 
80 ,60 ,250 ,30 ,20 ,17.5930 ,6.0517 ,16.7887 ,0.8043 
90 ,60 ,250 ,30 ,20 ,17.5309 ,6.1054 ,16.7705 ,0.7604 
10 ,60 ,160 ,30 ,20 ,18.0290 ,8.9024 ,14.6969 ,3.3320 
100 ,60 ,160 ,30 ,20 ,18.3823 ,7.5312 ,15.4168 ,2.9655 
20 ,60 ,160 ,30 ,20 ,18.1880 ,8.7115 ,14.7460 ,3.4420 
30 ,60 ,160 ,30 ,20 ,18.3260 ,8.4672 ,14.8438 ,3.4822 
40 ,60 ,160 ,30 ,20 ,18.4392 ,8.1776 ,14.9859 ,3.4533 
50 ,60 ,160 ,30 ,20 ,18.5226 ,7.8962 ,15.1352 ,3.3874 
60 ,60 ,160 ,30 ,20 ,18.5723 ,7.6397 ,15.2805 ,3.2918 
70 ,60 ,160 ,30 ,20 ,18.5846 ,7.4612 ,15.3875 ,3.1971 
80 ,60 ,160 ,30 ,20 ,18.5573 ,7.3743 ,15.4491 ,3.1082 
90 ,60 ,160 ,30 ,20 ,18.4895 ,7.3974 ,15.4581 ,3.0314 
10 ,60 ,170 ,30 ,20 ,18.1578 ,8.2047 ,14.0451 ,4.1127 
100 ,60 ,170 ,30 ,20 ,18.3152 ,7.1222 ,14.5643 ,3.7509 
20 ,60 ,170 ,30 ,20 ,18.1424 ,8.1968 ,14.0591 ,4.0833 
30 ,60 ,170 ,30 ,20 ,18.2770 ,7.9450 ,14.1569 ,4.1202 
40 ,60 ,170 ,30 ,20 ,18.3870 ,7.6710 ,14.2753 ,4.1117 
50 ,60 ,170 ,30 ,20 ,18.4681 ,7.3895 ,14.4067 ,4.0613 
60 ,60 ,170 ,30 ,20 ,18.5146 ,7.1581 ,14.5174 ,3.9972 
70 ,60 ,170 ,30 ,20 ,18.5237 ,6.9924 ,14.5990 ,3.9247 
80 ,60 ,170 ,30 ,20 ,18.4930 ,6.9286 ,14.6336 ,3.8594 
90 ,60 ,170 ,30 ,20 ,18.4226 ,6.9738 ,14.6192 ,3.8034 
10 ,60 ,180 ,30 ,20 ,17.9352 ,8.0418 ,15.6006 ,2.3346 
100 ,60 ,180 ,30 ,20 ,18.2715 ,6.8461 ,16.1602 ,2.1113 
20 ,60 ,180 ,30 ,20 ,18.0868 ,7.8549 ,15.6518 ,2.4350 
30 ,60 ,180 ,30 ,20 ,18.2201 ,7.6179 ,15.7448 ,2.4753 
40 ,60 ,180 ,30 ,20 ,18.3317 ,7.3407 ,15.8754 ,2.4563 
50 ,60 ,180 ,30 ,20 ,18.4133 ,7.0771 ,16.0079 ,2.4054 
60 ,60 ,180 ,30 ,20 ,18.4613 ,6.8438 ,16.1320 ,2.3293 
70 ,60 ,180 ,30 ,20 ,18.4715 ,6.6922 ,16.2150 ,2.2565 
80 ,60 ,180 ,30 ,20 ,18.4429 ,6.6340 ,16.2501 ,2.1928 
90 ,60 ,180 ,30 ,20 ,18.3756 ,6.6857 ,16.2311 ,2.1445 
10 ,60 ,190 ,30 ,20 ,18.0227 ,7.5402 ,14.8647 ,3.1581 
100 ,60 ,190 ,30 ,20 ,18.2386 ,6.6358 ,15.1655 ,3.0731 
20 ,60 ,190 ,30 ,20 ,18.0263 ,7.5289 ,14.8594 ,3.1669 
30 ,60 ,190 ,30 ,20 ,18.1657 ,7.2887 ,14.9397 ,3.2260 
40 ,60 ,190 ,30 ,20 ,18.2802 ,7.0323 ,15.0360 ,3.2441 
50 ,60 ,190 ,30 ,20 ,18.3657 ,6.7745 ,15.1412 ,3.2244 
60 ,60 ,190 ,30 ,20 ,18.4162 ,6.5708 ,15.2239 ,3.1923 
70 ,60 ,190 ,30 ,20 ,18.4296 ,6.4347 ,15.2766 ,3.1529 
80 ,60 ,190 ,30 ,20 ,18.4038 ,6.3991 ,15.2835 ,3.1203 
90 ,60 ,190 ,30 ,20 ,18.3388 ,6.4686 ,15.2434 ,3.0955 
10 ,60 ,200 ,30 ,20 ,17.8000 ,7.5196 ,16.2890 ,1.5110 
100 ,60 ,200 ,30 ,20 ,18.1883 ,6.5277 ,16.6153 ,1.5730 
20 ,60 ,200 ,30 ,20 ,17.9588 ,7.3450 ,16.3162 ,1.6426 
30 ,60 ,200 ,30 ,20 ,18.0986 ,7.1269 ,16.3809 ,1.7177 
40 ,60 ,200 ,30 ,20 ,18.2163 ,6.8749 ,16.4796 ,1.7367 
50 ,60 ,200 ,30 ,20 ,18.3021 ,6.6404 ,16.5811 ,1.7210 
60 ,60 ,200 ,30 ,20 ,18.3562 ,6.4385 ,16.6709 ,1.6853 
70 ,60 ,200 ,30 ,20 ,18.3710 ,6.3168 ,16.7263 ,1.6447 
80 ,60 ,200 ,30 ,20 ,18.3485 ,6.2847 ,16.7347 ,1.6138 
90 ,60 ,200 ,30 ,20 ,18.2863 ,6.3558 ,16.6994 ,1.5870 
10 ,60 ,210 ,30 ,20 ,17.8470 ,7.1635 ,15.5090 ,2.3380 
100 ,60 ,210 ,30 ,20 ,18.1102 ,6.4495 ,15.6067 ,2.5034 
20 ,60 ,210 ,30 ,20 ,17.8756 ,7.1527 ,15.4726 ,2.4029 
30 ,60 ,210 ,30 ,20 ,18.0184 ,6.9411 ,15.5205 ,2.4979 
40 ,60 ,210 ,30 ,20 ,18.1355 ,6.7166 ,15.5840 ,2.5515 
50 ,60 ,210 ,30 ,20 ,18.2240 ,6.4919 ,15.6575 ,2.5665 
60 ,60 ,210 ,30 ,20 ,18.2771 ,6.3193 ,15.7121 ,2.5651 
70 ,60 ,210 ,30 ,20 ,18.2936 ,6.2104 ,15.7419 ,2.5517 
80 ,60 ,210 ,30 ,20 ,18.2708 ,6.1954 ,15.7330 ,2.5378 
90 ,60 ,210 ,30 ,20 ,18.2085 ,6.2778 ,15.6849 ,2.5236 
10 ,60 ,220 ,30 ,20 ,17.6175 ,7.2148 ,16.8822 ,0.7354 
100 ,60 ,220 ,30 ,20 ,17.9957 ,6.4223 ,17.0503 ,0.9454 
20 ,60 ,220 ,30 ,20 ,17.7742 ,7.0738 ,16.8763 ,0.8979 
30 ,60 ,220 ,30 ,20 ,17.9121 ,6.8914 ,16.9080 ,1.0041 
40 ,60 ,220 ,30 ,20 ,18.0283 ,6.6749 ,16.9749 ,1.0534 
50 ,60 ,220 ,30 ,20 ,18.1136 ,6.4726 ,17.0470 ,1.0666 
60 ,60 ,220 ,30 ,20 ,18.1665 ,6.2979 ,17.1164 ,1.0502 
70 ,60 ,220 ,30 ,20 ,18.1817 ,6.1966 ,17.1552 ,1.0265 
80 ,60 ,220 ,30 ,20 ,18.1580 ,6.1774 ,17.1589 ,0.9991 
90 ,60 ,220 ,30 ,20 ,18.0956 ,6.2532 ,17.1231 ,0.9725 
10 ,60 ,230 ,30 ,20 ,17.5874 ,6.9603 ,16.0859 ,1.5015 
100 ,60 ,230 ,30 ,20 ,17.8419 ,6.3621 ,16.1071 ,1.7348 
20 ,60 ,230 ,30 ,20 ,17.6355 ,6.9522 ,16.0272 ,1.6083 
30 ,60 ,230 ,30 ,20 ,17.7716 ,6.7784 ,16.0463 ,1.7254 
40 ,60 ,230 ,30 ,20 ,17.8842 ,6.5868 ,16.0859 ,1.7983 
50 ,60 ,230 ,30 ,20 ,17.9688 ,6.3887 ,16.1409 ,1.8279 
60 ,60 ,230 ,30 ,20 ,18.0189 ,6.2346 ,16.1847 ,1.8341 
70 ,60 ,230 ,30 ,20 ,18.0325 ,6.1361 ,16.2116 ,1.8209 
80 ,60 ,230 ,30 ,20 ,18.0068 ,6.1235 ,16.2070 ,1.7999 
90 ,60 ,230 ,30 ,20 ,17.9423 ,6.2011 ,16.1698 ,1.7726 
10 ,60 ,240 ,30 ,20 ,17.3147 ,7.0504 ,17.4652 ,0.1505 
100 ,60 ,240 ,30 ,20 ,17.6547 ,6.3321 ,17.6170 ,0.0377 
20 ,60 ,240 ,30 ,20 ,17.4625 ,6.9477 ,17.4335 ,0.0290 
30 ,60 ,240 ,30 ,20 ,17.5932 ,6.7972 ,17.4443 ,0.1489 
40 ,60 ,240 ,30 ,20 ,17.7033 ,6.6053 ,17.4958 ,0.2075 
50 ,60 ,240 ,30 ,20 ,17.7842 ,6.4189 ,17.5602 ,0.2241 
60 ,60 ,240 ,30 ,20 ,17.8330 ,6.2513 ,17.6294 ,0.2036 
70 ,60 ,240 ,30 ,20 ,17.8446 ,6.1486 ,17.6750 ,0.1696 
80 ,60 ,240 ,30 ,20 ,17.8182 ,6.1205 ,17.6913 ,0.1269 
90 ,60 ,240 ,30 ,20 ,17.7545 ,6.1819 ,17.6715 ,0.0830 
10 ,60 ,250 ,30 ,25 ,16.8042 ,7.2354 ,18.5901 ,1.7859 
100 ,60 ,250 ,30 ,25 ,17.1205 ,6.4957 ,18.8149 ,1.6944 
20 ,60 ,250 ,30 ,25 ,16.9569 ,7.0701 ,18.6025 ,1.6456 
30 ,60 ,250 ,30 ,25 ,17.0699 ,7.0303 ,18.5428 ,1.4728 
40 ,60 ,250 ,30 ,25 ,17.1814 ,6.7841 ,18.6427 ,1.4613 
50 ,60 ,250 ,30 ,25 ,17.2491 ,6.6807 ,18.6602 ,1.4110 
60 ,60 ,250 ,30 ,25 ,17.2971 ,6.4655 ,18.7758 ,1.4787 
70 ,60 ,250 ,30 ,25 ,17.3011 ,6.4118 ,18.7949 ,1.4938 
80 ,60 ,250 ,30 ,25 ,17.2764 ,6.3289 ,18.8584 ,1.5820 
90 ,60 ,250 ,30 ,25 ,17.2110 ,6.4161 ,18.8188 ,1.6077 
10 ,60 ,160 ,30 ,25 ,17.8221 ,9.1128 ,14.3447 ,3.4774 
100 ,60 ,160 ,30 ,25 ,18.1487 ,7.7479 ,15.0406 ,3.1081 
20 ,60 ,160 ,30 ,25 ,17.9608 ,9.0037 ,14.3513 ,3.6095 
30 ,60 ,160 ,30 ,25 ,18.1078 ,8.6466 ,14.5172 ,3.5906 
40 ,60 ,160 ,30 ,25 ,18.2069 ,8.4196 ,14.6209 ,3.5860 
50 ,60 ,160 ,30 ,25 ,18.2982 ,8.0477 ,14.8179 ,3.4803 
60 ,60 ,160 ,30 ,25 ,18.3392 ,7.8359 ,14.9329 ,3.4063 
70 ,60 ,160 ,30 ,25 ,18.3578 ,7.6085 ,15.0612 ,3.2966 
80 ,60 ,160 ,30 ,25 ,18.3247 ,7.5615 ,15.0957 ,3.2290 
90 ,60 ,160 ,30 ,25 ,18.2612 ,7.5663 ,15.1125 ,3.1487 
10 ,60 ,170 ,30 ,25 ,17.7815 ,8.5152 ,16.0803 ,1.7012 
100 ,60 ,170 ,30 ,25 ,18.0615 ,7.2862 ,16.7763 ,1.2852 
20 ,60 ,170 ,30 ,25 ,17.9408 ,8.2489 ,16.1885 ,1.7524 
30 ,60 ,170 ,30 ,25 ,18.0547 ,8.1084 ,16.2307 ,1.8240 
40 ,60 ,170 ,30 ,25 ,18.1678 ,7.7701 ,16.4161 ,1.7517 
50 ,60 ,170 ,30 ,25 ,18.2313 ,7.5799 ,16.5204 ,1.7108 
60 ,60 ,170 ,30 ,25 ,18.2788 ,7.3019 ,16.6893 ,1.5895 
70 ,60 ,170 ,30 ,25 ,18.2749 ,7.1951 ,16.7605 ,1.5144 
80 ,60 ,170 ,30 ,25 ,18.2449 ,7.0949 ,16.8351 ,1.4097 
90 ,60 ,170 ,30 ,25 ,18.1654 ,7.1752 ,16.8068 ,1.3587 
10 ,60 ,180 ,30 ,25 ,17.7172 ,8.2555 ,15.2406 ,2.4766 
100 ,60 ,180 ,30 ,25 ,18.0402 ,7.0670 ,15.7613 ,2.2789 
20 ,60 ,180 ,30 ,25 ,17.8501 ,8.1508 ,15.2491 ,2.6010 
30 ,60 ,180 ,30 ,25 ,17.9955 ,7.8010 ,15.4079 ,2.5876 
40 ,60 ,180 ,30 ,25 ,18.0934 ,7.5872 ,15.4993 ,2.5941 
50 ,60 ,180 ,30 ,25 ,18.1844 ,7.2337 ,15.6774 ,2.5069 
60 ,60 ,180 ,30 ,25 ,18.2244 ,7.0464 ,15.7697 ,2.4547 
70 ,60 ,180 ,30 ,25 ,18.2421 ,6.8455 ,15.8720 ,2.3700 
80 ,60 ,180 ,30 ,25 ,18.2089 ,6.8282 ,15.8777 ,2.3312 
90 ,60 ,180 ,30 ,25 ,18.1477 ,6.8591 ,15.8651 ,2.2827 
10 ,60 ,190 ,30 ,25 ,17.6534 ,7.8832 ,16.8136 ,0.8398 
100 ,60 ,190 ,30 ,25 ,17.9877 ,6.8451 ,17.2685 ,0.7193 
20 ,60 ,190 ,30 ,25 ,17.8199 ,7.6240 ,16.9028 ,0.9170 
30 ,60 ,190 ,30 ,25 ,17.9382 ,7.4951 ,16.9248 ,1.0135 
40 ,60 ,190 ,30 ,25 ,18.0577 ,7.1767 ,17.0817 ,0.9760 
50 ,60 ,190 ,30 ,25 ,18.1272 ,7.0108 ,17.1546 ,0.9726 
60 ,60 ,190 ,30 ,25 ,18.1797 ,6.7620 ,17.2908 ,0.8889 
70 ,60 ,190 ,30 ,25 ,18.1815 ,6.6857 ,17.3281 ,0.8535 
80 ,60 ,190 ,30 ,25 ,18.1566 ,6.6131 ,17.3739 ,0.7827 
90 ,60 ,190 ,30 ,25 ,18.0849 ,6.7184 ,17.3175 ,0.7673 
10 ,60 ,200 ,30 ,25 ,17.5736 ,7.7259 ,15.9245 ,1.6492 
100 ,60 ,200 ,30 ,25 ,17.9443 ,6.7486 ,16.2136 ,1.7308 
20 ,60 ,200 ,30 ,25 ,17.7115 ,7.6347 ,15.9099 ,1.8016 
30 ,60 ,200 ,30 ,25 ,17.8639 ,7.3079 ,16.0370 ,1.8269 
40 ,60 ,200 ,30 ,25 ,17.9667 ,7.1207 ,16.0975 ,1.8692 
50 ,60 ,200 ,30 ,25 ,18.0624 ,6.7991 ,16.2412 ,1.8212 
60 ,60 ,200 ,30 ,25 ,18.1069 ,6.6440 ,16.3016 ,1.8053 
70 ,60 ,200 ,30 ,25 ,18.1288 ,6.4729 ,16.3770 ,1.7518 
80 ,60 ,200 ,30 ,25 ,18.1017 ,6.4821 ,16.3567 ,1.7450 
90 ,60 ,200 ,30 ,25 ,18.0454 ,6.5293 ,16.3298 ,1.7156 
10 ,60 ,210 ,30 ,25 ,17.4851 ,7.5266 ,17.4106 ,0.0744 
100 ,60 ,210 ,30 ,25 ,17.8420 ,6.7012 ,17.6503 ,0.1917 
20 ,60 ,210 ,30 ,25 ,17.6535 ,7.2949 ,17.4678 ,0.1857 
30 ,60 ,210 ,30 ,25 ,17.7762 ,7.1953 ,17.4529 ,0.3233 
40 ,60 ,210 ,30 ,25 ,17.8970 ,6.9115 ,17.5745 ,0.3225 
50 ,60 ,210 ,30 ,25 ,17.9701 ,6.7786 ,17.6116 ,0.3585 
60 ,60 ,210 ,30 ,25 ,18.0244 ,6.5606 ,17.7194 ,0.3050 
70 ,60 ,210 ,30 ,25 ,18.0300 ,6.5107 ,17.7297 ,0.3003 
80 ,60 ,210 ,30 ,25 ,18.0071 ,6.4561 ,17.7620 ,0.2451 
90 ,60 ,210 ,30 ,25 ,17.9386 ,6.5737 ,17.6947 ,0.2439 
10 ,60 ,220 ,30 ,25 ,17.3774 ,7.4207 ,16.5134 ,0.8640 
100 ,60 ,220 ,30 ,25 ,17.7337 ,6.6411 ,16.6510 ,1.0827 
20 ,60 ,220 ,30 ,25 ,17.5134 ,7.3647 ,16.4629 ,1.0506 
30 ,60 ,220 ,30 ,25 ,17.6602 ,7.0768 ,16.5587 ,1.1015 
40 ,60 ,220 ,30 ,25 ,17.7622 ,6.9259 ,16.5841 ,1.1781 
50 ,60 ,220 ,30 ,25 ,17.8542 ,6.6365 ,16.7049 ,1.1493 
60 ,60 ,220 ,30 ,25 ,17.8991 ,6.5087 ,16.7401 ,1.1590 
70 ,60 ,220 ,30 ,25 ,17.9190 ,6.3554 ,16.8060 ,1.1130 
80 ,60 ,220 ,30 ,25 ,17.8927 ,6.3770 ,16.7782 ,1.1145 
90 ,60 ,220 ,30 ,25 ,17.8343 ,6.4251 ,16.7588 ,1.0755 
10 ,60 ,230 ,30 ,25 ,17.2266 ,7.3152 ,17.9927 ,0.7661 
100 ,60 ,230 ,30 ,25 ,17.5487 ,6.6268 ,18.1542 ,0.6055 
20 ,60 ,230 ,30 ,25 ,17.3858 ,7.1253 ,18.0192 ,0.6334 
30 ,60 ,230 ,30 ,25 ,17.5027 ,7.0645 ,17.9733 ,0.4706 
40 ,60 ,230 ,30 ,25 ,17.6181 ,6.8120 ,18.0727 ,0.4547 
50 ,60 ,230 ,30 ,25 ,17.6884 ,6.7053 ,18.0892 ,0.4008 
60 ,60 ,230 ,30 ,25 ,17.7384 ,6.5017 ,18.1903 ,0.4519 
70 ,60 ,230 ,30 ,25 ,17.7429 ,6.4609 ,18.1959 ,0.4530 
80 ,60 ,230 ,30 ,25 ,17.7167 ,6.4033 ,18.2374 ,0.5207 
90 ,60 ,230 ,30 ,25 ,17.6472 ,6.5147 ,18.1794 ,0.5321 
10 ,60 ,240 ,30 ,25 ,17.0487 ,7.2786 ,17.0835 ,0.0347 
100 ,60 ,240 ,30 ,25 ,17.3740 ,6.5524 ,17.2172 ,0.1568 
20 ,60 ,240 ,30 ,25 ,17.1766 ,7.2610 ,17.0057 ,0.1710 
30 ,60 ,240 ,30 ,25 ,17.3161 ,7.0018 ,17.0838 ,0.2322 
40 ,60 ,240 ,30 ,25 ,17.4135 ,6.8750 ,17.0926 ,0.3209 
50 ,60 ,240 ,30 ,25 ,17.5008 ,6.5964 ,17.2107 ,0.2901 
60 ,60 ,240 ,30 ,25 ,17.5432 ,6.4751 ,17.2447 ,0.2985 
70 ,60 ,240 ,30 ,25 ,17.5596 ,6.3148 ,17.3227 ,0.2370 
80 ,60 ,240 ,30 ,25 ,17.5321 ,6.3269 ,17.3067 ,0.2255 
90 ,60 ,240 ,30 ,25 ,17.4732 ,6.3556 ,17.3075 ,0.1657 
10 ,60 ,250 ,30 ,30 ,16.4756 ,7.3297 ,18.2236 ,1.7480 
100 ,60 ,250 ,30 ,30 ,16.7879 ,6.5830 ,18.4224 ,1.6345 
20 ,60 ,250 ,30 ,30 ,16.6079 ,7.2525 ,18.1830 ,1.5751 
30 ,60 ,250 ,30 ,30 ,16.7254 ,7.1204 ,18.1892 ,1.4637 
40 ,60 ,250 ,30 ,30 ,16.8247 ,6.9392 ,18.2408 ,1.4162 
50 ,60 ,250 ,30 ,30 ,16.8974 ,6.7558 ,18.3096 ,1.4122 
60 ,60 ,250 ,30 ,30 ,16.9411 ,6.5834 ,18.3873 ,1.4462 
