Hg,Hi,Hm,Hp,He,Ib,Ir,It,|Ka|
40 ,30 ,190 ,30 ,20 ,18.3769 ,6.3331 ,15.4952 ,2.8817 
50 ,30 ,190 ,30 ,20 ,18.5487 ,6.0442 ,15.6112 ,2.9375 
60 ,30 ,190 ,30 ,20 ,18.6904 ,5.8149 ,15.7011 ,2.9893 
70 ,30 ,190 ,30 ,20 ,18.7921 ,5.6773 ,15.7457 ,3.0464 
80 ,30 ,190 ,30 ,20 ,18.8504 ,5.6407 ,15.7405 ,3.1098 
90 ,30 ,190 ,30 ,20 ,18.8614 ,5.7089 ,15.6836 ,3.1779 
10 ,30 ,200 ,30 ,20 ,17.8068 ,6.9793 ,16.7954 ,1.0114 
100 ,30 ,200 ,30 ,20 ,18.6977 ,5.7932 ,17.1004 ,1.5973 
20 ,30 ,200 ,30 ,20 ,17.8587 ,6.8106 ,16.8664 ,0.9922 
30 ,30 ,200 ,30 ,20 ,18.0616 ,6.4554 ,17.0089 ,1.0527 
40 ,30 ,200 ,30 ,20 ,18.2505 ,6.1349 ,17.1354 ,1.1150 
50 ,30 ,200 ,30 ,20 ,18.4199 ,5.8578 ,17.2425 ,1.1774 
60 ,30 ,200 ,30 ,20 ,18.5571 ,5.6545 ,17.3125 ,1.2446 
70 ,30 ,200 ,30 ,20 ,18.6587 ,5.5370 ,17.3387 ,1.3200 
80 ,30 ,200 ,30 ,20 ,18.7163 ,5.5236 ,17.3096 ,1.4067 
90 ,30 ,200 ,30 ,20 ,18.7294 ,5.6145 ,17.2260 ,1.5035 
10 ,30 ,210 ,30 ,20 ,17.5152 ,7.0291 ,15.8222 ,1.6930 
100 ,30 ,210 ,30 ,20 ,18.5395 ,5.7685 ,16.0919 ,2.4475 
20 ,30 ,210 ,30 ,20 ,17.7140 ,6.6688 ,15.9654 ,1.7486 
30 ,30 ,210 ,30 ,20 ,17.9087 ,6.3292 ,16.0967 ,1.8121 
40 ,30 ,210 ,30 ,20 ,18.0946 ,6.0183 ,16.2126 ,1.8821 
50 ,30 ,210 ,30 ,20 ,18.2578 ,5.7619 ,16.3008 ,1.9569 
60 ,30 ,210 ,30 ,20 ,18.3937 ,5.5700 ,16.3566 ,2.0372 
70 ,30 ,210 ,30 ,20 ,18.4926 ,5.4711 ,16.3644 ,2.1283 
80 ,30 ,210 ,30 ,20 ,18.5516 ,5.4724 ,16.3209 ,2.2306 
90 ,30 ,210 ,30 ,20 ,18.5675 ,5.5738 ,16.2283 ,2.3392 
10 ,30 ,220 ,30 ,20 ,17.4927 ,6.6998 ,17.5248 ,0.0322 
100 ,30 ,220 ,30 ,20 ,18.3507 ,5.7910 ,17.5816 ,0.7691 
20 ,30 ,220 ,30 ,20 ,17.5580 ,6.5323 ,17.5788 ,0.0208 
30 ,30 ,220 ,30 ,20 ,17.7453 ,6.2120 ,17.7009 ,0.0444 
40 ,30 ,220 ,30 ,20 ,17.9191 ,5.9312 ,17.8014 ,0.1177 
50 ,30 ,220 ,30 ,20 ,18.0761 ,5.6971 ,17.8769 ,0.1992 
60 ,30 ,220 ,30 ,20 ,18.2046 ,5.5363 ,17.9129 ,0.2917 
70 ,30 ,220 ,30 ,20 ,18.3010 ,5.4585 ,17.9038 ,0.3972 
80 ,30 ,220 ,30 ,20 ,18.3584 ,5.4788 ,17.8418 ,0.5166 
90 ,30 ,220 ,30 ,20 ,18.3757 ,5.5956 ,17.7293 ,0.6464 
10 ,30 ,230 ,30 ,20 ,17.1836 ,6.7621 ,16.5441 ,0.6395 
100 ,30 ,230 ,30 ,20 ,18.1269 ,5.8075 ,16.6049 ,1.5220 
20 ,30 ,230 ,30 ,20 ,17.3604 ,6.4453 ,16.6675 ,0.6930 
30 ,30 ,230 ,30 ,20 ,17.5339 ,6.1526 ,16.7747 ,0.7592 
40 ,30 ,230 ,30 ,20 ,17.7010 ,5.8901 ,16.8627 ,0.8383 
50 ,30 ,230 ,30 ,20 ,17.8495 ,5.6798 ,16.9216 ,0.9279 
60 ,30 ,230 ,30 ,20 ,17.9758 ,5.5295 ,16.9475 ,1.0284 
70 ,30 ,230 ,30 ,20 ,18.0700 ,5.4648 ,16.9280 ,1.1421 
80 ,30 ,230 ,30 ,20 ,18.1292 ,5.4913 ,16.8611 ,1.2680 
90 ,30 ,230 ,30 ,20 ,18.1488 ,5.6079 ,16.7513 ,1.3974 
10 ,30 ,240 ,30 ,20 ,17.0486 ,6.5503 ,18.2293 ,1.1807 
100 ,30 ,240 ,30 ,20 ,17.8765 ,5.8464 ,18.1354 ,0.2589 
20 ,30 ,240 ,30 ,20 ,17.1295 ,6.3879 ,18.2641 ,1.1346 
30 ,30 ,240 ,30 ,20 ,17.2945 ,6.1184 ,18.3610 ,1.0665 
40 ,30 ,240 ,30 ,20 ,17.4514 ,5.8843 ,18.4360 ,0.9847 
50 ,30 ,240 ,30 ,20 ,17.5965 ,5.6908 ,18.4868 ,0.8904 
60 ,30 ,240 ,30 ,20 ,17.7184 ,5.5622 ,18.5009 ,0.7825 
70 ,30 ,240 ,30 ,20 ,17.8133 ,5.5070 ,18.4741 ,0.6608 
80 ,30 ,240 ,30 ,20 ,17.8730 ,5.5396 ,18.4002 ,0.5272 
90 ,30 ,240 ,30 ,20 ,17.8947 ,5.6584 ,18.2821 ,0.3874 
10 ,30 ,250 ,30 ,25 ,16.4064 ,6.8267 ,19.4059 ,2.9995 
100 ,30 ,250 ,30 ,25 ,17.2734 ,6.1302 ,19.3120 ,2.0386 
20 ,30 ,250 ,30 ,25 ,16.5375 ,6.6305 ,19.4670 ,2.9295 
30 ,30 ,250 ,30 ,25 ,16.7104 ,6.3052 ,19.6050 ,2.8946 
40 ,30 ,250 ,30 ,25 ,16.8478 ,6.1460 ,19.6356 ,2.7878 
50 ,30 ,250 ,30 ,25 ,17.0003 ,5.9006 ,19.7248 ,2.7245 
60 ,30 ,250 ,30 ,25 ,17.1119 ,5.8289 ,19.7034 ,2.5915 
70 ,30 ,250 ,30 ,25 ,17.2116 ,5.7311 ,19.7066 ,2.4950 
80 ,30 ,250 ,30 ,25 ,17.2669 ,5.8139 ,19.5958 ,2.3289 
90 ,30 ,250 ,30 ,25 ,17.2920 ,5.8892 ,19.5047 ,2.2126 
10 ,30 ,160 ,30 ,25 ,17.6984 ,8.6586 ,14.7486 ,2.9498 
100 ,30 ,160 ,30 ,25 ,18.8736 ,6.9037 ,15.3882 ,3.4855 
20 ,30 ,160 ,30 ,25 ,17.9700 ,8.2310 ,14.8860 ,3.0841 
30 ,30 ,160 ,30 ,25 ,18.1936 ,7.9603 ,14.9487 ,3.2449 
40 ,30 ,160 ,30 ,25 ,18.4225 ,7.5646 ,15.1081 ,3.3143 
50 ,30 ,160 ,30 ,25 ,18.5979 ,7.3323 ,15.1878 ,3.4101 
60 ,30 ,160 ,30 ,25 ,18.7530 ,7.0316 ,15.3284 ,3.4245 
70 ,30 ,160 ,30 ,25 ,18.8519 ,6.9079 ,15.3786 ,3.4733 
80 ,30 ,160 ,30 ,25 ,18.9120 ,6.7828 ,15.4427 ,3.4693 
90 ,30 ,160 ,30 ,25 ,18.9155 ,6.8389 ,15.4122 ,3.5033 
10 ,30 ,170 ,30 ,25 ,17.7099 ,8.0805 ,16.5346 ,1.1753 
100 ,30 ,170 ,30 ,25 ,18.7746 ,6.4959 ,17.1382 ,1.6364 
20 ,30 ,170 ,30 ,25 ,17.9253 ,7.7784 ,16.6162 ,1.3091 
30 ,30 ,170 ,30 ,25 ,18.1657 ,7.3353 ,16.8056 ,1.3602 
40 ,30 ,170 ,30 ,25 ,18.3569 ,7.0570 ,16.9044 ,1.4524 
50 ,30 ,170 ,30 ,25 ,18.5436 ,6.6911 ,17.0823 ,1.4613 
60 ,30 ,170 ,30 ,25 ,18.6762 ,6.5017 ,17.1612 ,1.5150 
70 ,30 ,170 ,30 ,25 ,18.7792 ,6.3012 ,17.2646 ,1.5147 
80 ,30 ,170 ,30 ,25 ,18.8251 ,6.2899 ,17.2586 ,1.5666 
90 ,30 ,170 ,30 ,25 ,18.8277 ,6.3038 ,17.2493 ,1.5784 
10 ,30 ,180 ,30 ,25 ,17.6421 ,7.8356 ,15.5675 ,2.0746 
100 ,30 ,180 ,30 ,25 ,18.6820 ,6.2299 ,16.1939 ,2.4881 
20 ,30 ,180 ,30 ,25 ,17.8742 ,7.4046 ,15.7463 ,2.1279 
30 ,30 ,180 ,30 ,25 ,18.0639 ,7.1331 ,15.8425 ,2.2214 
40 ,30 ,180 ,30 ,25 ,18.2699 ,6.7400 ,16.0201 ,2.2498 
50 ,30 ,180 ,30 ,25 ,18.4269 ,6.5153 ,16.1097 ,2.3172 
60 ,30 ,180 ,30 ,25 ,18.5721 ,6.2302 ,16.2438 ,2.3283 
70 ,30 ,180 ,30 ,25 ,18.6627 ,6.1288 ,16.2804 ,2.3824 
80 ,30 ,180 ,30 ,25 ,18.7195 ,6.0343 ,16.3180 ,2.4016 
90 ,30 ,180 ,30 ,25 ,18.7210 ,6.1266 ,16.2561 ,2.4649 
10 ,30 ,190 ,30 ,25 ,17.5597 ,7.4985 ,17.2716 ,0.2881 
100 ,30 ,190 ,30 ,25 ,18.5638 ,6.0935 ,17.7288 ,0.8350 
20 ,30 ,190 ,30 ,25 ,17.7474 ,7.1951 ,17.3821 ,0.3653 
30 ,30 ,190 ,30 ,25 ,17.9694 ,6.7544 ,17.5833 ,0.3861 
40 ,30 ,190 ,30 ,25 ,18.1458 ,6.4818 ,17.6867 ,0.4592 
50 ,30 ,190 ,30 ,25 ,18.3252 ,6.1308 ,17.8509 ,0.4743 
60 ,30 ,190 ,30 ,25 ,18.4520 ,5.9613 ,17.9100 ,0.5420 
70 ,30 ,190 ,30 ,25 ,18.5544 ,5.7906 ,17.9800 ,0.5744 
80 ,30 ,190 ,30 ,25 ,18.6012 ,5.8128 ,17.9365 ,0.6647 
90 ,30 ,190 ,30 ,25 ,18.6090 ,5.8641 ,17.8843 ,0.7247 
10 ,30 ,200 ,30 ,25 ,17.4219 ,7.3502 ,16.3279 ,1.0939 
100 ,30 ,200 ,30 ,25 ,18.4339 ,5.9708 ,16.7340 ,1.6998 
20 ,30 ,200 ,30 ,25 ,17.6400 ,6.9225 ,16.5136 ,1.1265 
30 ,30 ,200 ,30 ,25 ,17.8178 ,6.6580 ,16.6100 ,1.2078 
40 ,30 ,200 ,30 ,25 ,18.0163 ,6.2820 ,16.7718 ,1.2445 
50 ,30 ,200 ,30 ,25 ,18.1668 ,6.0791 ,16.8402 ,1.3266 
60 ,30 ,200 ,30 ,25 ,18.3085 ,5.8262 ,16.9412 ,1.3673 
70 ,30 ,200 ,30 ,25 ,18.3976 ,5.7599 ,16.9410 ,1.4566 
80 ,30 ,200 ,30 ,25 ,18.4570 ,5.7045 ,16.9377 ,1.5192 
90 ,30 ,200 ,30 ,25 ,18.4636 ,5.8347 ,16.8335 ,1.6301 
10 ,30 ,210 ,30 ,25 ,17.2912 ,7.1638 ,17.9844 ,0.6932 
100 ,30 ,210 ,30 ,25 ,18.2564 ,6.0382 ,18.1829 ,0.0734 
20 ,30 ,210 ,30 ,25 ,17.4659 ,6.8743 ,18.0922 ,0.6262 
30 ,30 ,210 ,30 ,25 ,17.6764 ,6.4588 ,18.2771 ,0.6007 
40 ,30 ,210 ,30 ,25 ,17.8419 ,6.2147 ,18.3593 ,0.5174 
50 ,30 ,210 ,30 ,25 ,18.0119 ,5.9015 ,18.4916 ,0.4797 
60 ,30 ,210 ,30 ,25 ,18.1317 ,5.7707 ,18.5154 ,0.3836 
70 ,30 ,210 ,30 ,25 ,18.2310 ,5.6407 ,18.5457 ,0.3147 
80 ,30 ,210 ,30 ,25 ,18.2789 ,5.7006 ,18.4615 ,0.1826 
90 ,30 ,210 ,30 ,25 ,18.2921 ,5.7834 ,18.3732 ,0.0811 
10 ,30 ,220 ,30 ,25 ,17.1213 ,7.0376 ,17.0599 ,0.0614 
100 ,30 ,220 ,30 ,25 ,18.0667 ,5.9721 ,17.2149 ,0.8518 
20 ,30 ,220 ,30 ,25 ,17.3220 ,6.6438 ,17.2287 ,0.0933 
30 ,30 ,220 ,30 ,25 ,17.4826 ,6.4158 ,17.3038 ,0.1788 
40 ,30 ,220 ,30 ,25 ,17.6652 ,6.0842 ,17.4362 ,0.2290 
50 ,30 ,220 ,30 ,25 ,17.8023 ,5.9255 ,17.4716 ,0.3307 
60 ,30 ,220 ,30 ,25 ,17.9343 ,5.7167 ,17.5374 ,0.3969 
70 ,30 ,220 ,30 ,25 ,18.0185 ,5.6906 ,17.5005 ,0.5180 
80 ,30 ,220 ,30 ,25 ,18.0780 ,5.6672 ,17.4662 ,0.6118 
90 ,30 ,220 ,30 ,25 ,18.0894 ,5.8232 ,17.3319 ,0.7575 
10 ,30 ,230 ,30 ,25 ,16.9345 ,6.9187 ,18.7074 ,1.7729 
100 ,30 ,230 ,30 ,25 ,17.8197 ,6.1004 ,18.6928 ,0.8731 
20 ,30 ,230 ,30 ,25 ,17.0859 ,6.6749 ,18.7933 ,1.7074 
30 ,30 ,230 ,30 ,25 ,17.2731 ,6.3111 ,18.9517 ,1.6786 
40 ,30 ,230 ,30 ,25 ,17.4197 ,6.1172 ,19.0044 ,1.5846 
50 ,30 ,230 ,30 ,25 ,17.5748 ,5.8510 ,19.1069 ,1.5320 
60 ,30 ,230 ,30 ,25 ,17.6857 ,5.7626 ,19.0992 ,1.4134 
70 ,30 ,230 ,30 ,25 ,17.7813 ,5.6639 ,19.1043 ,1.3229 
80 ,30 ,230 ,30 ,25 ,17.8302 ,5.7489 ,18.9953 ,1.1651 
90 ,30 ,230 ,30 ,25 ,17.8475 ,5.8414 ,18.8942 ,1.0467 
10 ,30 ,240 ,30 ,25 ,16.6879 ,6.8676 ,17.7571 ,1.0692 
100 ,30 ,240 ,30 ,25 ,17.5728 ,6.0337 ,17.7641 ,0.1913 
20 ,30 ,240 ,30 ,25 ,16.8629 ,6.5273 ,17.9018 ,1.0389 
30 ,30 ,240 ,30 ,25 ,17.0022 ,6.3504 ,17.9499 ,0.9477 
40 ,30 ,240 ,30 ,25 ,17.1687 ,6.0636 ,18.0576 ,0.8890 
50 ,30 ,240 ,30 ,25 ,17.2953 ,5.9451 ,18.0667 ,0.7714 
60 ,30 ,240 ,30 ,25 ,17.4231 ,5.7635 ,18.1135 ,0.6904 
70 ,30 ,240 ,30 ,25 ,17.5071 ,5.7592 ,18.0575 ,0.5504 
80 ,30 ,240 ,30 ,25 ,17.5704 ,5.7415 ,18.0158 ,0.4454 
90 ,30 ,240 ,30 ,25 ,17.5881 ,5.8988 ,17.8749 ,0.2868 
10 ,30 ,250 ,30 ,30 ,16.1232 ,6.8550 ,19.0385 ,2.9154 
100 ,30 ,250 ,30 ,30 ,16.9075 ,6.2333 ,18.9162 ,2.0087 
20 ,30 ,250 ,30 ,30 ,16.2143 ,6.6931 ,19.0658 ,2.8516 
30 ,30 ,250 ,30 ,30 ,16.3600 ,6.4595 ,19.1511 ,2.7911 
40 ,30 ,250 ,30 ,30 ,16.5013 ,6.2549 ,19.2163 ,2.7150 
50 ,30 ,250 ,30 ,30 ,16.6347 ,6.0840 ,19.2595 ,2.6249 
60 ,30 ,250 ,30 ,30 ,16.7485 ,5.9700 ,19.2691 ,2.5206 
70 ,30 ,250 ,30 ,30 ,16.8384 ,5.9214 ,19.2411 ,2.4028 
80 ,30 ,250 ,30 ,30 ,16.8963 ,5.9524 ,19.1692 ,2.2729 
90 ,30 ,250 ,30 ,30 ,16.9200 ,6.0617 ,19.0561 ,2.1361 
10 ,30 ,160 ,30 ,30 ,17.4814 ,8.6187 ,14.3917 ,3.0898 
100 ,30 ,160 ,30 ,30 ,18.5747 ,6.9466 ,15.0367 ,3.5380 
20 ,30 ,160 ,30 ,30 ,17.7240 ,8.2577 ,14.4996 ,3.2244 
30 ,30 ,160 ,30 ,30 ,17.9522 ,7.9077 ,14.6180 ,3.3343 
40 ,30 ,160 ,30 ,30 ,18.1590 ,7.5737 ,14.7481 ,3.4109 
50 ,30 ,160 ,30 ,30 ,18.3354 ,7.2798 ,14.8706 ,3.4648 
60 ,30 ,160 ,30 ,30 ,18.4751 ,7.0353 ,14.9836 ,3.4915 
70 ,30 ,160 ,30 ,30 ,18.5715 ,6.8718 ,15.0614 ,3.5102 
80 ,30 ,160 ,30 ,30 ,18.6213 ,6.7994 ,15.0993 ,3.5221 
90 ,30 ,160 ,30 ,30 ,18.6228 ,6.8251 ,15.0902 ,3.5325 
10 ,30 ,170 ,30 ,30 ,17.6406 ,7.9626 ,16.1728 ,1.4678 
100 ,30 ,170 ,30 ,30 ,18.4740 ,6.5901 ,16.7717 ,1.7024 
20 ,30 ,170 ,30 ,30 ,17.6884 ,7.8116 ,16.2401 ,1.4484 
30 ,30 ,170 ,30 ,30 ,17.8988 ,7.4588 ,16.3828 ,1.5161 
40 ,30 ,170 ,30 ,30 ,18.0889 ,7.1326 ,16.5245 ,1.5645 
50 ,30 ,170 ,30 ,30 ,18.2549 ,6.8401 ,16.6614 ,1.5935 
60 ,30 ,170 ,30 ,30 ,18.3856 ,6.6115 ,16.7719 ,1.6137 
70 ,30 ,170 ,30 ,30 ,18.4775 ,6.4594 ,16.8480 ,1.6295 
80 ,30 ,170 ,30 ,30 ,18.5234 ,6.4056 ,16.8727 ,1.6508 
90 ,30 ,170 ,30 ,30 ,18.5221 ,6.4530 ,16.8449 ,1.6772 
10 ,30 ,180 ,30 ,30 ,17.3963 ,7.8487 ,15.2027 ,2.1936 
100 ,30 ,180 ,30 ,30 ,18.3694 ,6.3293 ,15.8136 ,2.5558 
20 ,30 ,180 ,30 ,30 ,17.6015 ,7.4847 ,15.3511 ,2.2505 
30 ,30 ,180 ,30 ,30 ,17.7992 ,7.1334 ,15.5006 ,2.2986 
40 ,30 ,180 ,30 ,30 ,17.9849 ,6.8016 ,15.6478 ,2.3371 
50 ,30 ,180 ,30 ,30 ,18.1453 ,6.5157 ,15.7767 ,2.3686 
60 ,30 ,180 ,30 ,30 ,18.2757 ,6.2868 ,15.8813 ,2.3944 
70 ,30 ,180 ,30 ,30 ,18.3663 ,6.1468 ,15.9411 ,2.4252 
80 ,30 ,180 ,30 ,30 ,18.4136 ,6.1057 ,15.9508 ,2.4628 
90 ,30 ,180 ,30 ,30 ,18.4147 ,6.1680 ,15.9071 ,2.5076 
10 ,30 ,190 ,30 ,30 ,17.4459 ,7.3790 ,16.9364 ,0.5094 
100 ,30 ,190 ,30 ,30 ,18.2478 ,6.1860 ,17.3577 ,0.8901 
20 ,30 ,190 ,30 ,30 ,17.4906 ,7.2161 ,17.0155 ,0.4751 
30 ,30 ,190 ,30 ,30 ,17.6836 ,6.8650 ,17.1694 ,0.5142 
40 ,30 ,190 ,30 ,30 ,17.8620 ,6.5464 ,17.3098 ,0.5522 
50 ,30 ,190 ,30 ,30 ,18.0204 ,6.2691 ,17.4327 ,0.5877 
60 ,30 ,190 ,30 ,30 ,18.1471 ,6.0638 ,17.5189 ,0.6282 
70 ,30 ,190 ,30 ,30 ,18.2371 ,5.9427 ,17.5611 ,0.6760 
80 ,30 ,190 ,30 ,30 ,18.2844 ,5.9250 ,17.5463 ,0.7381 
90 ,30 ,190 ,30 ,30 ,18.2875 ,6.0113 ,17.4746 ,0.8129 
10 ,30 ,200 ,30 ,30 ,17.1564 ,7.4019 ,15.9586 ,1.1977 
100 ,30 ,200 ,30 ,30 ,18.0993 ,6.1250 ,16.3353 ,1.7640 
20 ,30 ,200 ,30 ,30 ,17.3482 ,7.0428 ,16.1135 ,1.2347 
30 ,30 ,200 ,30 ,30 ,17.5345 ,6.7028 ,16.2583 ,1.2762 
40 ,30 ,200 ,30 ,30 ,17.7115 ,6.3901 ,16.3894 ,1.3220 
50 ,30 ,200 ,30 ,30 ,17.8650 ,6.1309 ,16.4931 ,1.3719 
60 ,30 ,200 ,30 ,30 ,17.9907 ,5.9356 ,16.5640 ,1.4266 
70 ,30 ,200 ,30 ,30 ,18.0791 ,5.8334 ,16.5853 ,1.4939 
80 ,30 ,200 ,30 ,30 ,18.1282 ,5.8318 ,16.5528 ,1.5754 
90 ,30 ,200 ,30 ,30 ,18.1348 ,5.9313 ,16.4678 ,1.6670 
10 ,30 ,210 ,30 ,30 ,17.1402 ,7.0459 ,17.6685 ,0.5283 
100 ,30 ,210 ,30 ,30 ,17.9215 ,6.1282 ,17.8116 ,0.1099 
20 ,30 ,210 ,30 ,30 ,17.1972 ,6.8804 ,17.7332 ,0.5360 
30 ,30 ,210 ,30 ,30 ,17.3775 ,6.5561 ,17.8697 ,0.4922 
40 ,30 ,210 ,30 ,30 ,17.5436 ,6.2714 ,17.9845 ,0.4409 
50 ,30 ,210 ,30 ,30 ,17.6915 ,6.0337 ,18.0741 ,0.3827 
60 ,30 ,210 ,30 ,30 ,17.8099 ,5.8704 ,18.1225 ,0.3126 
70 ,30 ,210 ,30 ,30 ,17.8964 ,5.7914 ,18.1237 ,0.2273 
80 ,30 ,210 ,30 ,30 ,17.9442 ,5.8119 ,18.0687 ,0.1245 
90 ,30 ,210 ,30 ,30 ,17.9528 ,5.9303 ,17.9596 ,0.0068 
10 ,30 ,220 ,30 ,30 ,16.8380 ,7.0983 ,16.6884 ,0.1496 
100 ,30 ,220 ,30 ,30 ,17.7086 ,6.1478 ,16.8100 ,0.8987 
20 ,30 ,220 ,30 ,30 ,17.0099 ,6.7761 ,16.8251 ,0.1848 
30 ,30 ,220 ,30 ,30 ,17.1774 ,6.4788 ,16.9454 ,0.2320 
40 ,30 ,220 ,30 ,30 ,17.3367 ,6.2133 ,17.0459 ,0.2909 
50 ,30 ,220 ,30 ,30 ,17.4754 ,6.0017 ,17.1156 ,0.3599 
60 ,30 ,220 ,30 ,30 ,17.5913 ,5.8522 ,17.1501 ,0.4412 
70 ,30 ,220 ,30 ,30 ,17.6749 ,5.7899 ,17.1362 ,0.5387 
80 ,30 ,220 ,30 ,30 ,17.7244 ,5.8205 ,17.0717 ,0.6527 
90 ,30 ,220 ,30 ,30 ,17.7358 ,5.9423 ,16.9608 ,0.7750 
10 ,30 ,230 ,30 ,30 ,16.7221 ,6.8551 ,18.3809 ,1.6587 
100 ,30 ,230 ,30 ,30 ,17.4669 ,6.1939 ,18.3144 ,0.8475 
20 ,30 ,230 ,30 ,30 ,16.7931 ,6.6959 ,18.4238 ,1.6307 
30 ,30 ,230 ,30 ,30 ,16.9504 ,6.4247 ,18.5318 ,1.5815 
40 ,30 ,230 ,30 ,30 ,17.0972 ,6.1912 ,18.6162 ,1.5190 
50 ,30 ,230 ,30 ,30 ,17.2314 ,6.0009 ,18.6742 ,1.4427 
60 ,30 ,230 ,30 ,30 ,17.3417 ,5.8775 ,18.6926 ,1.3509 
70 ,30 ,230 ,30 ,30 ,17.4255 ,5.8294 ,18.6670 ,1.2415 
80 ,30 ,230 ,30 ,30 ,17.4755 ,5.8700 ,18.5911 ,1.1156 
90 ,30 ,230 ,30 ,30 ,17.4899 ,5.9975 ,18.4682 ,0.9783 
10 ,30 ,240 ,30 ,30 ,16.3735 ,6.9386 ,17.3751 ,1.0016 
100 ,30 ,240 ,30 ,30 ,17.1961 ,6.2028 ,17.3548 ,0.1587 
20 ,30 ,240 ,30 ,30 ,16.5203 ,6.6704 ,17.4856 ,0.9654 
30 ,30 ,240 ,30 ,30 ,16.6672 ,6.4234 ,17.5794 ,0.9122 
40 ,30 ,240 ,30 ,30 ,16.8116 ,6.2026 ,17.6536 ,0.8419 
50 ,30 ,240 ,30 ,30 ,16.9421 ,6.0273 ,17.6993 ,0.7573 
60 ,30 ,240 ,30 ,30 ,17.0550 ,5.9046 ,17.7136 ,0.6586 
70 ,30 ,240 ,30 ,30 ,17.1404 ,5.8585 ,17.6851 ,0.5446 
80 ,30 ,240 ,30 ,30 ,17.1953 ,5.8945 ,17.6124 ,0.4171 
90 ,30 ,240 ,30 ,30 ,17.2140 ,6.0115 ,17.5002 ,0.2862 
10 ,30 ,250 ,30 ,35 ,15.7019 ,7.2176 ,17.6397 ,1.9379 
100 ,30 ,250 ,30 ,35 ,16.5195 ,6.4877 ,17.6058 ,1.0863 
20 ,30 ,250 ,30 ,35 ,15.8537 ,6.9173 ,17.7624 ,1.9088 
30 ,30 ,250 ,30 ,35 ,15.9750 ,6.7763 ,17.7898 ,1.8149 
40 ,30 ,250 ,30 ,35 ,16.1268 ,6.5165 ,17.8826 ,1.7558 
50 ,30 ,250 ,30 ,35 ,16.2431 ,6.4205 ,17.8790 ,1.6359 
60 ,30 ,250 ,30 ,35 ,16.3638 ,6.2494 ,17.9220 ,1.5582 
70 ,30 ,250 ,30 ,35 ,16.4437 ,6.2514 ,17.8650 ,1.4213 
80 ,30 ,250 ,30 ,35 ,16.5065 ,6.2270 ,17.8314 ,1.3250 
90 ,30 ,250 ,30 ,35 ,16.5270 ,6.3745 ,17.7005 ,1.1734 
10 ,30 ,160 ,30 ,35 ,17.2362 ,8.7174 ,15.4635 ,1.7728 
100 ,30 ,160 ,30 ,35 ,18.2438 ,7.1582 ,16.0405 ,2.2033 
20 ,30 ,160 ,30 ,35 ,17.4542 ,8.4254 ,15.5201 ,1.9341 
30 ,30 ,160 ,30 ,35 ,17.6891 ,7.9947 ,15.6887 ,2.0004 
40 ,30 ,160 ,30 ,35 ,17.8750 ,7.7256 ,15.7727 ,2.1023 
50 ,30 ,160 ,30 ,35 ,18.0522 ,7.3681 ,15.9413 ,2.1110 
60 ,30 ,160 ,30 ,35 ,18.1761 ,7.1828 ,16.0177 ,2.1585 
70 ,30 ,160 ,30 ,35 ,18.2688 ,6.9834 ,16.1247 ,2.1440 
80 ,30 ,160 ,30 ,35 ,18.3066 ,6.9687 ,16.1284 ,2.1782 
90 ,30 ,160 ,30 ,35 ,18.3017 ,6.9761 ,16.1330 ,2.1688 
10 ,30 ,170 ,30 ,35 ,17.1920 ,8.4094 ,14.5358 ,2.6562 
100 ,30 ,170 ,30 ,35 ,18.1472 ,6.8217 ,15.1711 ,2.9761 
20 ,30 ,170 ,30 ,35 ,17.4186 ,7.9901 ,14.6953 ,2.7232 
30 ,30 ,170 ,30 ,35 ,17.6016 ,7.7280 ,14.7779 ,2.8236 
40 ,30 ,170 ,30 ,35 ,17.7964 ,7.3440 ,14.9464 ,2.8500 
50 ,30 ,170 ,30 ,35 ,17.9428 ,7.1247 ,15.0328 ,2.9100 
60 ,30 ,170 ,30 ,35 ,18.0754 ,6.8424 ,15.1689 ,2.9065 
70 ,30 ,170 ,30 ,35 ,18.1545 ,6.7399 ,15.2130 ,2.9415 
80 ,30 ,170 ,30 ,35 ,18.2008 ,6.6414 ,15.2621 ,2.9387 
90 ,30 ,170 ,30 ,35 ,18.1933 ,6.7265 ,15.2165 ,2.9768 
10 ,30 ,180 ,30 ,35 ,17.1248 ,7.9836 ,16.3013 ,0.8235 
100 ,30 ,180 ,30 ,35 ,18.0319 ,6.5856 ,16.8041 ,1.2278 
20 ,30 ,180 ,30 ,35 ,17.3055 ,7.6883 ,16.3990 ,0.9065 
30 ,30 ,180 ,30 ,35 ,17.5157 ,7.2559 ,16.5911 ,0.9247 
40 ,30 ,180 ,30 ,35 ,17.6815 ,6.9887 ,16.6908 ,0.9908 
50 ,30 ,180 ,30 ,35 ,17.8473 ,6.6411 ,16.8564 ,0.9909 
60 ,30 ,180 ,30 ,35 ,17.9621 ,6.4719 ,16.9223 ,1.0399 
70 ,30 ,180 ,30 ,35 ,18.0521 ,6.2991 ,17.0032 ,1.0489 
80 ,30 ,180 ,30 ,35 ,18.0875 ,6.3168 ,16.9752 ,1.1124 
90 ,30 ,180 ,30 ,35 ,18.0856 ,6.3628 ,16.9397 ,1.1459 
10 ,30 ,190 ,30 ,35 ,16.9934 ,7.8072 ,15.3809 ,1.6125 
